frameIdentifier,sessionUID,carIndex,name,fl,fr,rl,rr
0,987,5,M4,1,0,1,1
23,987,5,M4,1,0,1,1
45,987,5,M4,1,0,1,1
67,987,5,M4,1,0,1,1
88,987,5,M4,1,0,1,1
110,987,5,M4,1,0,1,1
132,987,5,M4,1,0,1,1
154,987,5,M4,1,0,1,1
176,987,5,M4,1,0,2,1
198,987,5,M4,1,0,2,1
220,987,5,M4,1,0,2,1
242,987,5,M4,1,0,2,1
264,987,5,M4,1,0,2,1
286,987,5,M4,1,0,2,1
308,987,5,M4,1,0,2,1
331,987,5,M4,1,0,2,1
353,987,5,M4,1,0,2,1
373,987,5,M4,1,0,2,1
396,987,5,M4,1,0,2,1
418,987,5,M4,1,0,2,1
439,987,5,M4,1,0,2,1
460,987,5,M4,1,1,2,1
482,987,5,M4,1,1,2,1
504,987,5,M4,1,1,2,1
525,987,5,M4,1,1,2,2
548,987,5,M4,1,1,2,2
570,987,5,M4,1,1,2,2
592,987,5,M4,1,1,2,2
614,987,5,M4,1,1,2,2
636,987,5,M4,1,1,2,2
659,987,5,M4,1,1,2,2
681,987,5,M4,1,1,2,2
703,987,5,M4,1,1,2,2
725,987,5,M4,1,1,2,2
748,987,5,M4,1,1,2,2
769,987,5,M4,1,1,2,2
791,987,5,M4,1,1,2,2
812,987,5,M4,1,1,2,2
834,987,5,M4,1,1,2,2
857,987,5,M4,1,1,2,2
879,987,5,M4,1,1,2,2
900,987,5,M4,1,1,2,2
922,987,5,M4,1,1,2,2
943,987,5,M4,1,1,2,2
967,987,5,M4,1,1,2,2
988,987,5,M4,1,1,3,2
1010,987,5,M4,1,1,3,2
1031,987,5,M4,1,1,3,2
1053,987,5,M4,1,1,3,2
1076,987,5,M4,1,1,3,2
1096,987,5,M4,1,1,3,2
1118,987,5,M4,1,1,3,2
1138,987,5,M4,1,1,3,2
1160,987,5,M4,1,1,3,2
1183,987,5,M4,1,1,3,2
1205,987,5,M4,1,1,3,2
1227,987,5,M4,1,1,3,2
1248,987,5,M4,1,1,3,3
1271,987,5,M4,1,1,3,3
1293,987,5,M4,1,1,3,3
1315,987,5,M4,1,1,3,3
1337,987,5,M4,1,1,3,3
1359,987,5,M4,1,1,3,3
1382,987,5,M4,1,1,3,3
1404,987,5,M4,1,1,3,3
1425,987,5,M4,1,1,3,3
1447,987,5,M4,1,1,3,3
1469,987,5,M4,2,1,3,3
1492,987,5,M4,2,1,3,3
1514,987,5,M4,2,1,3,3
1536,987,5,M4,2,1,3,3
1557,987,5,M4,2,1,3,3
1579,987,5,M4,2,1,3,3
1601,987,5,M4,2,1,3,3
1623,987,5,M4,2,1,3,3
1644,987,5,M4,2,1,3,3
1665,987,5,M4,2,1,3,3
1688,987,5,M4,2,1,3,3
1709,987,5,M4,2,1,3,3
1731,987,5,M4,2,1,3,3
1753,987,5,M4,2,1,3,3
1774,987,5,M4,2,1,3,3
1797,987,5,M4,2,1,3,3
1818,987,5,M4,2,1,3,3
1840,987,5,M4,2,1,3,3
1862,987,5,M4,2,2,3,3
1883,987,5,M4,2,2,3,3
1905,987,5,M4,2,2,3,3
1927,987,5,M4,2,2,3,3
1948,987,5,M4,2,2,3,3
1969,987,5,M4,2,2,3,3
1991,987,5,M4,2,2,3,3
2014,987,5,M4,2,2,3,3
2036,987,5,M4,2,2,3,3
2058,987,5,M4,2,2,4,3
2081,987,5,M4,2,2,4,3
2104,987,5,M4,2,2,4,3
2127,987,5,M4,2,2,4,3
2149,987,5,M4,2,2,4,3
2171,987,5,M4,2,2,4,3
2192,987,5,M4,2,2,4,3
2214,987,5,M4,3,2,4,3
2235,987,5,M4,3,2,4,3
2256,987,5,M4,3,2,4,3
2277,987,5,M4,3,2,4,4
2300,987,5,M4,3,2,4,4
2323,987,5,M4,3,3,4,4
2347,987,5,M4,3,3,4,4
2371,987,5,M4,3,3,4,4
2397,987,5,M4,3,3,4,4
2421,987,5,M4,3,3,4,4
2445,987,5,M4,3,3,4,4
2468,987,5,M4,3,3,5,4
2492,987,5,M4,3,3,5,4
2516,987,5,M4,3,3,5,4
2540,987,5,M4,3,3,5,4
2562,987,5,M4,3,3,5,4
2585,987,5,M4,3,3,5,4
2608,987,5,M4,3,3,5,4
2631,987,5,M4,3,3,5,4
2655,987,5,M4,3,3,5,4
2679,987,5,M4,3,3,5,4
2701,987,5,M4,3,3,5,4
2726,987,5,M4,3,3,5,4
2750,987,5,M4,3,3,5,4
2773,987,5,M4,3,3,5,4
2797,987,5,M4,3,3,5,4
2821,987,5,M4,3,3,5,4
2844,987,5,M4,3,3,5,5
2867,987,5,M4,3,3,5,5
2890,987,5,M4,3,3,5,5
2915,987,5,M4,3,3,5,5
2939,987,5,M4,3,3,5,5
2960,987,5,M4,3,3,5,5
2983,987,5,M4,3,3,5,5
3006,987,5,M4,3,3,5,5
3030,987,5,M4,3,3,5,5
3054,987,5,M4,4,3,5,5
3077,987,5,M4,4,3,5,5
3101,987,5,M4,4,3,5,5
3128,987,5,M4,4,3,5,5
3152,987,5,M4,4,3,5,5
3175,987,5,M4,4,3,5,5
3199,987,5,M4,4,3,5,5
3223,987,5,M4,4,3,5,5
3247,987,5,M4,4,3,5,5
3270,987,5,M4,4,3,5,5
3293,987,5,M4,4,3,5,5
3315,987,5,M4,4,3,5,5
3338,987,5,M4,4,3,5,5
3363,987,5,M4,4,3,5,5
3386,987,5,M4,4,3,5,5
3410,987,5,M4,4,3,5,5
3434,987,5,M4,4,3,5,5
3458,987,5,M4,4,3,5,5
3483,987,5,M4,4,4,5,5
3507,987,5,M4,4,4,5,5
3531,987,5,M4,4,4,5,5
3555,987,5,M4,4,4,5,5
3579,987,5,M4,4,4,5,5
3603,987,5,M4,4,4,5,5
3626,987,5,M4,4,4,6,5
3650,987,5,M4,4,4,6,5
3674,987,5,M4,4,4,6,5
3697,987,5,M4,4,4,6,5
3721,987,5,M4,4,4,6,5
3745,987,5,M4,4,4,6,5
3768,987,5,M4,4,4,6,5
3791,987,5,M4,4,4,6,5
3815,987,5,M4,4,4,6,5
3838,987,5,M4,4,4,6,5
3861,987,5,M4,4,4,6,5
3884,987,5,M4,4,4,6,5
3905,987,5,M4,4,4,6,5
3928,987,5,M4,4,4,6,5
3950,987,5,M4,4,4,6,5
3971,987,5,M4,5,4,6,5
3992,987,5,M4,5,5,6,6
4014,987,5,M4,5,5,6,6
4036,987,5,M4,5,5,6,6
4057,987,5,M4,5,5,6,6
4080,987,5,M4,5,5,6,6
4102,987,5,M4,5,5,7,6
4124,987,5,M4,5,5,7,6
4147,987,5,M4,5,5,7,6
4169,987,5,M4,5,5,7,6
4191,987,5,M4,5,5,7,6
4214,987,5,M4,5,5,7,6
4235,987,5,M4,5,5,7,6
4257,987,5,M4,5,5,7,6
4279,987,5,M4,5,5,7,6
4300,987,5,M4,5,5,7,6
4322,987,5,M4,5,5,7,6
4344,987,5,M4,5,5,7,6
4365,987,5,M4,5,5,7,6
4387,987,5,M4,5,5,7,6
4409,987,5,M4,5,5,7,6
4430,987,5,M4,5,5,7,6
4453,987,5,M4,6,5,7,7
4475,987,5,M4,6,5,7,7
4496,987,5,M4,6,5,7,7
4518,987,5,M4,6,5,7,7
4541,987,5,M4,6,5,7,7
4563,987,5,M4,6,5,7,7
4585,987,5,M4,6,5,7,7
4606,987,5,M4,6,5,7,7
4628,987,5,M4,6,5,7,7
4650,987,5,M4,6,5,7,7
4672,987,5,M4,6,5,7,7
4694,987,5,M4,6,6,7,7
4716,987,5,M4,6,6,7,7
4737,987,5,M4,6,6,7,7
4759,987,5,M4,6,6,7,7
4782,987,5,M4,6,6,7,7
4804,987,5,M4,6,6,7,7
4826,987,5,M4,6,6,7,7
4848,987,5,M4,6,6,7,7
4870,987,5,M4,6,6,7,7
4893,987,5,M4,6,6,7,7
4914,987,5,M4,6,6,7,7
4936,987,5,M4,6,6,7,7
4958,987,5,M4,6,6,7,7
4980,987,5,M4,6,6,7,7
5002,987,5,M4,6,6,7,7
5023,987,5,M4,6,6,7,7
5045,987,5,M4,6,6,8,7
5067,987,5,M4,6,6,8,7
5089,987,5,M4,6,6,8,7
5111,987,5,M4,6,6,8,7
5132,987,5,M4,6,6,8,7
5153,987,5,M4,6,6,8,7
5177,987,5,M4,6,6,8,7
5202,987,5,M4,6,6,8,7
5225,987,5,M4,6,6,8,7
5249,987,5,M4,6,6,8,7
5273,987,5,M4,6,6,8,7
5295,987,5,M4,7,6,8,7
5320,987,5,M4,7,6,8,7
5344,987,5,M4,7,6,8,7
5367,987,5,M4,7,6,8,7
5390,987,5,M4,7,6,8,7
5413,987,5,M4,7,6,8,8
5437,987,5,M4,7,6,8,8
5460,987,5,M4,7,6,8,8
5482,987,5,M4,7,6,8,8
5506,987,5,M4,7,7,8,8
5529,987,5,M4,7,7,8,8
5555,987,5,M4,7,7,9,8
5578,987,5,M4,7,7,9,8
5601,987,5,M4,7,7,9,8
5624,987,5,M4,7,7,9,8
5648,987,5,M4,7,7,9,8
5670,987,5,M4,7,7,9,8
5691,987,5,M4,7,7,9,8
5712,987,5,M4,8,7,9,8
5733,987,5,M4,8,7,9,8
5755,987,5,M4,8,7,9,8
5776,987,5,M4,8,7,9,8
5799,987,5,M4,8,7,9,9
5820,987,5,M4,8,7,9,9
5840,987,5,M4,8,7,9,9
5862,987,5,M4,8,7,9,9
5884,987,5,M4,8,7,9,9
5906,987,5,M4,8,7,9,9
5928,987,5,M4,8,7,9,9
5949,987,5,M4,8,7,9,9
5972,987,5,M4,8,7,9,9
5993,987,5,M4,9,7,9,9
6015,987,5,M4,9,7,9,9
6036,987,5,M4,9,8,9,9
6058,987,5,M4,9,8,9,9
6081,987,5,M4,9,8,9,9
6102,987,5,M4,9,8,9,9
6123,987,5,M4,9,8,9,9
6145,987,5,M4,9,8,9,9
6166,987,5,M4,9,8,9,9
6189,987,5,M4,9,8,10,9
6210,987,5,M4,9,8,10,9
6232,987,5,M4,9,8,10,9
6255,987,5,M4,9,8,10,9
6278,987,5,M4,9,8,10,9
6299,987,5,M4,9,8,10,9
6321,987,5,M4,9,8,10,9
6343,987,5,M4,9,8,10,9
6365,987,5,M4,9,8,10,9
6388,987,5,M4,9,8,10,9
6410,987,5,M4,9,8,10,9
6432,987,5,M4,9,8,10,9
6454,987,5,M4,9,8,10,9
6476,987,5,M4,9,8,10,9
6499,987,5,M4,9,8,10,9
6521,987,5,M4,9,8,10,9
6543,987,5,M4,9,8,10,9
6566,987,5,M4,9,8,10,9
6588,987,5,M4,9,8,10,9
6611,987,5,M4,9,8,10,9
6633,987,5,M4,9,8,10,9
6655,987,5,M4,9,9,10,9
6677,987,5,M4,9,9,10,9
6698,987,5,M4,9,9,10,9
6721,987,5,M4,9,9,10,9
6742,987,5,M4,9,9,10,9
6763,987,5,M4,9,9,10,9
6785,987,5,M4,9,9,10,9
6808,987,5,M4,9,9,10,9
6830,987,5,M4,9,9,10,9
6852,987,5,M4,9,9,10,9
6873,987,5,M4,9,9,10,10
6895,987,5,M4,9,9,10,10
6918,987,5,M4,10,9,10,10
6939,987,5,M4,10,9,10,10
6961,987,5,M4,10,9,10,10
6983,987,5,M4,10,9,10,10
7004,987,5,M4,10,9,10,10
7027,987,5,M4,10,9,10,10
7049,987,5,M4,10,9,10,10
7071,987,5,M4,10,9,10,10
7093,987,5,M4,10,9,11,10
7114,987,5,M4,10,9,11,10
7137,987,5,M4,10,9,11,10
7158,987,5,M4,10,9,11,10
7180,987,5,M4,10,9,11,10
7202,987,5,M4,10,9,11,10
7224,987,5,M4,10,9,11,10
7247,987,5,M4,10,10,11,10
7269,987,5,M4,10,10,11,10
7290,987,5,M4,10,10,11,10
7312,987,5,M4,10,10,11,10
7334,987,5,M4,10,10,11,10
7356,987,5,M4,10,10,11,10
7377,987,5,M4,10,10,11,10
7399,987,5,M4,10,10,11,10
7421,987,5,M4,10,10,11,10
7443,987,5,M4,10,10,11,10
7465,987,5,M4,10,10,11,10
7487,987,5,M4,10,10,11,10
7509,987,5,M4,11,10,11,10
7531,987,5,M4,11,10,12,10
7553,987,5,M4,11,10,12,10
7575,987,5,M4,11,10,12,11
7597,987,5,M4,11,10,12,11
7618,987,5,M4,11,10,12,11
7640,987,5,M4,11,10,12,11
7663,987,5,M4,11,10,12,11
7684,987,5,M4,11,10,12,11
7706,987,5,M4,11,10,12,11
7728,987,5,M4,11,10,12,11
7750,987,5,M4,11,10,12,11
7772,987,5,M4,11,10,12,11
7793,987,5,M4,11,10,12,11
7815,987,5,M4,11,10,12,11
7836,987,5,M4,11,10,12,11
7858,987,5,M4,11,10,12,11
7881,987,5,M4,11,10,12,11
7902,987,5,M4,11,10,12,11
7924,987,5,M4,11,10,12,11
7947,987,5,M4,11,10,12,11
7969,987,5,M4,11,10,12,11
7991,987,5,M4,11,10,12,11
8013,987,5,M4,11,10,12,11
8034,987,5,M4,11,10,12,11
8056,987,5,M4,11,10,12,11
8079,987,5,M4,11,10,12,11
8101,987,5,M4,11,10,12,11
8123,987,5,M4,11,10,12,11
8145,987,5,M4,11,10,12,11
8167,987,5,M4,12,10,12,11
8190,987,5,M4,12,10,12,11
8212,987,5,M4,12,10,12,11
8234,987,5,M4,12,10,12,12
8256,987,5,M4,12,11,12,12
8279,987,5,M4,12,11,12,12
8301,987,5,M4,12,11,12,12
8323,987,5,M4,12,11,12,12
8345,987,5,M4,12,11,12,12
8367,987,5,M4,12,11,12,12
8389,987,5,M4,12,11,12,12
8410,987,5,M4,12,11,12,12
8432,987,5,M4,12,11,12,12
8454,987,5,M4,12,11,12,12
8476,987,5,M4,12,11,12,12
8496,987,5,M4,12,11,13,12
8519,987,5,M4,12,11,13,12
8540,987,5,M4,12,11,13,12
8561,987,5,M4,12,11,13,12
8583,987,5,M4,12,11,13,12
8605,987,5,M4,12,11,13,12
8628,987,5,M4,12,11,13,12
8649,987,5,M4,12,12,13,12
8671,987,5,M4,12,12,13,12
8692,987,5,M4,12,12,13,12
8713,987,5,M4,13,12,13,12
8735,987,5,M4,13,12,13,12
8757,987,5,M4,13,12,13,12
8778,987,5,M4,13,12,13,12
8799,987,5,M4,13,12,13,12
8822,987,5,M4,13,12,13,12
8844,987,5,M4,13,12,14,12
8866,987,5,M4,13,12,14,12
8888,987,5,M4,13,12,14,12
8909,987,5,M4,13,12,14,12
8932,987,5,M4,13,12,14,12
8954,987,5,M4,13,12,14,12
8976,987,5,M4,13,12,14,12
8997,987,5,M4,13,12,14,12
9019,987,5,M4,13,12,14,12
9042,987,5,M4,13,12,14,13
9063,987,5,M4,13,12,14,13
9085,987,5,M4,13,12,14,13
9107,987,5,M4,14,12,14,13
9128,987,5,M4,14,12,14,13
9151,987,5,M4,14,12,14,13
9173,987,5,M4,14,12,14,13
9195,987,5,M4,14,12,14,13
9216,987,5,M4,14,12,14,13
9238,987,5,M4,14,12,14,13
9260,987,5,M4,14,12,14,13
9283,987,5,M4,14,12,14,13
9305,987,5,M4,14,12,14,13
9327,987,5,M4,14,12,14,13
9350,987,5,M4,14,12,14,13
9372,987,5,M4,14,12,14,13
9393,987,5,M4,14,12,14,13
9414,987,5,M4,14,12,14,13
9436,987,5,M4,14,12,14,13
9458,987,5,M4,14,12,14,13
9480,987,5,M4,14,12,14,13
9501,987,5,M4,14,12,14,13
9522,987,5,M4,14,12,14,13
9544,987,5,M4,14,12,14,13
9566,987,5,M4,14,12,14,13
9589,987,5,M4,14,12,14,13
9611,987,5,M4,14,12,14,13
9633,987,5,M4,14,12,14,13
9655,987,5,M4,14,12,14,13
9678,987,5,M4,14,13,14,13
9700,987,5,M4,14,13,14,14
9722,987,5,M4,14,13,15,14
9744,987,5,M4,14,13,15,14
9766,987,5,M4,14,13,15,14
9789,987,5,M4,14,13,15,14
9811,987,5,M4,14,13,15,14
9833,987,5,M4,14,13,15,14
9855,987,5,M4,14,13,15,14
9878,987,5,M4,14,13,15,14
9899,987,5,M4,14,13,15,14
9921,987,5,M4,14,13,15,14
9942,987,5,M4,14,13,15,14
9964,987,5,M4,14,13,15,14
9985,987,5,M4,14,13,15,14
10007,987,5,M4,14,13,15,14
10029,987,5,M4,14,14,15,14
10050,987,5,M4,14,14,15,14
10072,987,5,M4,14,14,15,14
10095,987,5,M4,14,14,15,14
10116,987,5,M4,14,14,15,14
10138,987,5,M4,15,14,15,14
10159,987,5,M4,15,14,15,14
10179,987,5,M4,15,14,15,14
10202,987,5,M4,15,14,15,14
10222,987,5,M4,15,14,16,14
10244,987,5,M4,15,14,16,14
10265,987,5,M4,15,14,16,14
10288,987,5,M4,15,14,16,14
10311,987,5,M4,15,14,16,14
10332,987,5,M4,15,14,16,14
10353,987,5,M4,15,14,16,14
10375,987,5,M4,15,14,16,15
10397,987,5,M4,16,14,16,15
10419,987,5,M4,16,14,16,15
10441,987,5,M4,16,14,16,15
10462,987,5,M4,16,14,16,15
10484,987,5,M4,16,14,16,15
10507,987,5,M4,16,14,16,15
10529,987,5,M4,16,14,16,15
10551,987,5,M4,16,14,16,15
10571,987,5,M4,16,14,16,15
10593,987,5,M4,16,14,16,15
10616,987,5,M4,16,14,16,15
10638,987,5,M4,16,15,16,15
10660,987,5,M4,16,15,16,15
10683,987,5,M4,16,15,16,15
10704,987,5,M4,16,15,16,15
10727,987,5,M4,16,15,16,15
10748,987,5,M4,16,15,16,15
10770,987,5,M4,16,15,16,15
10791,987,5,M4,16,15,16,15
10812,987,5,M4,16,15,16,15
10835,987,5,M4,16,15,16,15
10857,987,5,M4,16,15,16,15
10879,987,5,M4,16,15,16,15
10901,987,5,M4,16,15,16,15
10923,987,5,M4,16,15,16,15
10944,987,5,M4,16,15,16,15
10966,987,5,M4,16,15,16,15
10987,987,5,M4,16,15,17,15
11010,987,5,M4,16,15,17,16
11031,987,5,M4,16,15,17,16
11054,987,5,M4,16,15,17,16
11075,987,5,M4,16,15,17,16
11097,987,5,M4,16,15,17,16
11119,987,5,M4,16,15,17,16
11142,987,5,M4,16,15,17,16
11163,987,5,M4,16,15,17,16
11185,987,5,M4,16,15,17,16
11206,987,5,M4,16,15,17,16
11228,987,5,M4,16,15,17,16
11250,987,5,M4,16,15,17,16
11272,987,5,M4,16,15,17,16
11294,987,5,M4,16,15,17,16
11316,987,5,M4,16,15,17,16
11338,987,5,M4,16,15,17,16
11360,987,5,M4,16,15,17,16
11382,987,5,M4,16,15,17,16
11404,987,5,M4,16,15,17,16
11426,987,5,M4,16,15,17,16
11448,987,5,M4,17,15,17,16
11470,987,5,M4,17,15,17,16
11492,987,5,M4,17,15,17,16
11514,987,5,M4,17,15,17,16
11536,987,5,M4,17,15,17,16
11557,987,5,M4,17,16,17,16
11580,987,5,M4,17,16,18,16
11601,987,5,M4,17,16,18,16
11622,987,5,M4,17,16,18,16
11644,987,5,M4,17,16,18,16
11666,987,5,M4,17,16,18,16
11690,987,5,M4,17,16,18,16
11711,987,5,M4,18,16,18,16
11732,987,5,M4,18,16,18,16
11754,987,5,M4,18,16,18,16
11776,987,5,M4,18,16,18,16
11797,987,5,M4,18,16,18,16
11820,987,5,M4,18,16,18,17
11842,987,5,M4,18,16,18,17
11863,987,5,M4,18,16,18,17
11885,987,5,M4,18,16,18,17
11907,987,5,M4,18,16,18,17
11929,987,5,M4,18,16,18,17
11951,987,5,M4,18,16,18,17
11973,987,5,M4,18,16,18,17
11996,987,5,M4,18,16,18,17
12018,987,5,M4,18,16,18,17
12038,987,5,M4,18,16,18,17
12058,987,5,M4,18,16,18,17
12081,987,5,M4,18,16,18,17
12102,987,5,M4,18,16,18,17
12124,987,5,M4,18,16,18,17
12146,987,5,M4,18,16,19,17
12167,987,5,M4,18,16,19,17
12190,987,5,M4,18,17,19,17
12213,987,5,M4,18,17,19,17
12234,987,5,M4,18,17,19,17
12256,987,5,M4,18,17,19,17
12277,987,5,M4,18,17,19,17
12299,987,5,M4,18,17,19,17
12322,987,5,M4,18,17,19,17
12344,987,5,M4,18,17,19,17
12366,987,5,M4,18,17,19,18
12388,987,5,M4,19,17,19,18
12411,987,5,M4,19,17,19,18
12433,987,5,M4,19,17,19,18
12454,987,5,M4,19,17,19,18
12476,987,5,M4,19,17,19,18
12498,987,5,M4,19,17,19,18
12521,987,5,M4,19,17,19,18
12543,987,5,M4,19,17,19,18
12565,987,5,M4,19,17,19,18
12587,987,5,M4,19,17,19,18
12608,987,5,M4,19,17,19,18
12631,987,5,M4,19,17,19,18
12653,987,5,M4,19,17,19,18
12674,987,5,M4,19,17,19,18
12697,987,5,M4,19,17,19,18
12719,987,5,M4,19,17,19,18
12741,987,5,M4,19,17,19,18
12763,987,5,M4,19,17,19,18
12785,987,5,M4,19,17,19,18
12806,987,5,M4,19,17,19,18
12828,987,5,M4,19,17,20,18
12850,987,5,M4,19,17,20,18
12872,987,5,M4,19,17,20,18
12893,987,5,M4,19,17,20,18
12915,987,5,M4,19,17,20,18
12936,987,5,M4,19,17,20,18
12958,987,5,M4,19,18,20,18
12980,987,5,M4,19,18,20,18
13001,987,5,M4,19,18,20,18
13023,987,5,M4,20,18,20,18
13045,987,5,M4,20,18,20,18
13067,987,5,M4,20,18,20,18
13089,987,5,M4,20,18,20,18
13110,987,5,M4,20,18,20,18
13132,987,5,M4,20,18,20,18
13155,987,5,M4,20,18,20,18
13176,987,5,M4,20,18,20,18
13197,987,5,M4,20,18,20,18
13219,987,5,M4,20,18,20,18
13241,987,5,M4,20,18,20,18
13262,987,5,M4,20,18,20,18
13284,987,5,M4,20,18,20,19
13306,987,5,M4,20,18,20,19
13328,987,5,M4,20,18,20,19
13349,987,5,M4,20,18,20,19
13371,987,5,M4,20,18,20,19
13393,987,5,M4,20,18,20,19
13414,987,5,M4,20,18,20,19
13435,987,5,M4,20,18,20,19
13457,987,5,M4,20,19,20,19
13479,987,5,M4,21,19,21,19
13499,987,5,M4,21,19,21,19
13520,987,5,M4,21,19,21,19
13542,987,5,M4,21,19,21,19
13565,987,5,M4,21,19,21,19
13587,987,5,M4,21,19,21,19
13609,987,5,M4,21,19,21,19
13630,987,5,M4,21,19,21,19
13653,987,5,M4,21,19,21,19
13675,987,5,M4,21,19,21,19
13697,987,5,M4,21,19,21,19
13719,987,5,M4,21,19,21,20
13741,987,5,M4,21,19,21,20
13763,987,5,M4,21,19,21,20
13786,987,5,M4,21,19,21,20
13808,987,5,M4,21,19,21,20
13830,987,5,M4,21,19,21,20
13852,987,5,M4,21,19,21,20
13874,987,5,M4,21,19,21,20
13896,987,5,M4,21,19,21,20
13918,987,5,M4,21,19,21,20
13939,987,5,M4,21,19,21,20
13962,987,5,M4,21,19,21,20
13984,987,5,M4,21,19,21,20
14006,987,5,M4,21,19,21,20
14027,987,5,M4,21,19,21,20
14049,987,5,M4,21,19,21,20
14071,987,5,M4,21,19,21,20
14093,987,5,M4,21,19,21,20
14116,987,5,M4,21,19,21,20
14138,987,5,M4,21,19,21,20
14159,987,5,M4,21,19,21,20
14181,987,5,M4,21,19,21,20
14203,987,5,M4,21,19,21,20
14225,987,5,M4,21,19,21,20
14247,987,5,M4,21,19,21,20
14268,987,5,M4,21,19,21,20
14289,987,5,M4,21,19,21,20
14312,987,5,M4,21,19,21,20
14334,987,5,M4,21,20,22,20
14357,987,5,M4,21,20,22,20
14378,987,5,M4,21,20,22,20
14400,987,5,M4,21,20,22,20
14423,987,5,M4,21,20,22,20
14445,987,5,M4,21,20,22,20
14466,987,5,M4,21,20,22,20
14488,987,5,M4,21,20,22,20
14509,987,5,M4,21,20,22,20
14532,987,5,M4,21,20,22,20
14554,987,5,M4,21,20,22,20
14575,987,5,M4,22,20,22,20
14597,987,5,M4,22,20,22,20
14619,987,5,M4,22,20,22,20
14642,987,5,M4,22,20,22,20
14665,987,5,M4,22,20,22,20
14687,987,5,M4,22,20,22,20
14709,987,5,M4,22,20,22,20
14730,987,5,M4,22,20,22,20
14753,987,5,M4,22,20,22,21
14774,987,5,M4,22,20,22,21
14795,987,5,M4,22,20,22,21
14817,987,5,M4,22,20,22,21
14840,987,5,M4,22,20,22,21
14862,987,5,M4,22,20,23,21
14884,987,5,M4,23,20,23,21
14906,987,5,M4,23,20,23,21
14928,987,5,M4,23,20,23,21
14951,987,5,M4,23,21,23,21
14973,987,5,M4,23,21,23,21
14994,987,5,M4,23,21,23,21
15017,987,5,M4,23,21,23,21
15038,987,5,M4,23,21,23,21
15060,987,5,M4,23,21,23,21
15081,987,5,M4,23,21,23,21
15103,987,5,M4,23,21,23,21
15125,987,5,M4,23,21,23,21
15147,987,5,M4,23,21,23,21
15170,987,5,M4,23,21,23,21
15191,987,5,M4,23,21,23,21
15213,987,5,M4,23,21,23,21
15235,987,5,M4,23,21,23,21
15256,987,5,M4,23,21,23,21
15278,987,5,M4,23,21,23,21
15299,987,5,M4,23,21,23,21
15321,987,5,M4,23,21,23,21
15343,987,5,M4,23,21,23,21
15365,987,5,M4,23,21,23,21
15387,987,5,M4,23,21,23,21
15409,987,5,M4,23,21,23,21
15431,987,5,M4,23,21,23,21
15453,987,5,M4,23,21,23,21
15476,987,5,M4,23,21,23,21
15497,987,5,M4,23,21,23,21
15518,987,5,M4,23,21,23,22
15540,987,5,M4,23,21,23,22
15561,987,5,M4,23,21,23,22
15584,987,5,M4,23,21,23,22
15606,987,5,M4,23,21,23,22
15628,987,5,M4,23,21,23,22
15650,987,5,M4,23,21,24,22
15672,987,5,M4,23,21,24,22
15694,987,5,M4,23,21,24,22
15715,987,5,M4,23,21,24,22
15737,987,5,M4,23,21,24,22
15759,987,5,M4,23,21,24,22
15780,987,5,M4,23,21,24,22
15802,987,5,M4,23,21,24,22
15823,987,5,M4,23,21,24,22
15844,987,5,M4,24,21,24,22
15865,987,5,M4,24,21,24,22
15886,987,5,M4,24,21,24,22
15907,987,5,M4,24,21,24,22
15929,987,5,M4,24,21,24,22
15951,987,5,M4,24,21,24,22
15972,987,5,M4,24,21,24,22
15995,987,5,M4,24,21,24,22
16018,987,5,M4,24,21,24,22
16040,987,5,M4,24,21,24,22
16062,987,5,M4,24,21,24,22
16083,987,5,M4,24,22,24,22
16106,987,5,M4,24,22,24,22
16128,987,5,M4,24,22,24,22
16150,987,5,M4,24,22,24,22
16172,987,5,M4,24,22,24,23
16193,987,5,M4,24,22,24,23
16216,987,5,M4,24,22,24,23
16238,987,5,M4,24,22,24,23
16259,987,5,M4,24,22,24,23
16281,987,5,M4,24,22,24,23
16302,987,5,M4,25,22,25,23
16325,987,5,M4,25,22,25,23
16347,987,5,M4,25,22,25,23
16370,987,5,M4,25,22,25,23
16392,987,5,M4,25,22,25,23
16413,987,5,M4,25,22,25,23
16435,987,5,M4,25,23,25,23
16457,987,5,M4,25,23,25,23
16478,987,5,M4,25,23,25,23
16500,987,5,M4,25,23,25,23
16522,987,5,M4,25,23,25,23
16545,987,5,M4,25,23,25,23
16566,987,5,M4,25,23,25,23
16588,987,5,M4,25,23,25,23
16609,987,5,M4,25,23,25,23
16632,987,5,M4,25,23,25,23
16654,987,5,M4,25,23,25,23
16675,987,5,M4,25,23,25,23
16696,987,5,M4,25,23,25,23
16718,987,5,M4,25,23,25,23
16741,987,5,M4,25,23,25,23
16763,987,5,M4,25,23,25,23
16784,987,5,M4,25,23,25,23
16805,987,5,M4,25,23,25,23
16827,987,5,M4,25,23,25,23
16850,987,5,M4,25,23,25,23
16872,987,5,M4,25,23,25,23
16894,987,5,M4,25,23,25,23
16916,987,5,M4,25,23,25,24
16938,987,5,M4,25,23,25,24
16961,987,5,M4,25,23,26,24
16983,987,5,M4,26,23,26,24
17004,987,5,M4,26,23,26,24
17026,987,5,M4,26,23,26,24
17048,987,5,M4,26,23,26,24
17071,987,5,M4,26,23,26,24
17092,987,5,M4,26,23,26,24
17114,987,5,M4,26,23,26,24
17136,987,5,M4,26,23,26,24
17157,987,5,M4,26,23,26,24
