frame,curTime,name,Position,curLapNum,curLapTime,sector,steer,throttle,brake,gear,engineRPM,LapInvalid,TC,ABS,AI
22117,2022/3/25 20:21,wofa.bilibili,6,2,4.994,0,0.5,0,0.0625,3,8077,0,0,0,0
22119,2022/3/25 20:21,wofa.bilibili,6,2,5.052,0,0.51368,0,0.08986,3,7975,0,0,0,0
22120,2022/3/25 20:21,wofa.bilibili,6,2,5.102,0,0.523507,0,0.109514,3,7889,0,0,0,0
22121,2022/3/25 20:21,wofa.bilibili,6,2,5.16,0,0.539014,0,0.125,3,7792,0,0,0,0
22122,2022/3/25 20:21,wofa.bilibili,6,2,5.208,0,0.558241,0,0.125,3,10695,0,0,0,0
22123,2022/3/25 20:21,wofa.bilibili,6,2,5.265,0,0.581068,0,0.125,3,8081,0,0,0,0
22124,2022/3/25 20:21,wofa.bilibili,6,2,5.313,0,0.59718,0,0.125,3,7611,0,0,0,0
22125,2022/3/25 20:21,wofa.bilibili,6,2,5.371,0,0.608835,0,0.125,3,8014,0,0,0,0
22126,2022/3/25 20:21,wofa.bilibili,6,2,5.418,0,0.618277,0,0.125,3,9476,0,0,0,0
22127,2022/3/25 20:21,wofa.bilibili,6,2,5.474,0,0.634295,0,0.125,3,7385,0,0,0,0
22128,2022/3/25 20:21,wofa.bilibili,6,2,5.522,0,0.65385,0,0.125,3,7152,0,0,0,0
22130,2022/3/25 20:21,wofa.bilibili,6,2,5.578,0,0.676674,0,0.125,3,7653,0,0,0,0
22131,2022/3/25 20:21,wofa.bilibili,6,2,5.625,0,0.691722,0,0.125,3,8908,0,0,0,0
22132,2022/3/25 20:21,wofa.bilibili,6,2,5.678,0,0.702607,0,0.125,3,7053,0,0,0,0
22133,2022/3/25 20:21,wofa.bilibili,6,2,5.734,0,0.714118,0,0.125,3,6669,0,0,0,0
22134,2022/3/25 20:21,wofa.bilibili,6,2,5.787,0,0.725018,0,0.099926,3,7004,0,0,0,0
22135,2022/3/25 20:21,wofa.bilibili,6,2,5.84,0,0.735949,0,0.056205,3,7732,0,0,0,0
