frame,curTime,name,Position,curLapNum,curLapTime,sector,steer,throttle,brake,gear,engineRPM,LapInvalid,TC,ABS,AI
224,25/3/22 20:21,Siesta siesta,11,4,12.071,0,0.03125,0.952018,0,6,12176,0,0,0,0
225,25/3/22 20:21,Siesta siesta,11,4,12.127,0,0.03125,0.811423,0,6,12290,0,0,0,0
226,25/3/22 20:21,Siesta siesta,11,4,12.183,0,0.03125,0.668505,0,6,12315,0,0,0,0
227,25/3/22 20:21,Siesta siesta,11,4,12.228,0,0.043867,0.498835,0.176632,5,13876,0,0,0,0
228,25/3/22 20:21,Siesta siesta,11,4,12.284,0,0.068781,0.24969,0.525434,5,13607,0,0,0,0
229,25/3/22 20:21,Siesta siesta,11,4,12.327,0,0.088343,0.054067,0.799306,5,13274,0,0,0,0
230,25/3/22 20:21,Siesta siesta,11,4,12.384,0,0.103093,0,0.800252,5,12875,0,0,0,0
231,25/3/22 20:21,Siesta siesta,11,4,12.435,0,0.113954,0,0.713368,5,12564,0,0,0,0
232,25/3/22 20:21,Siesta siesta,11,4,12.495,0,0.125,0,0.618845,5,12199,0,0,0,0
233,25/3/22 20:21,Siesta siesta,11,4,12.542,0,0.125,0,0.578617,5,11949,0,0,0,0
234,25/3/22 20:21,Siesta siesta,11,4,12.6,0,0.125,0,0.529471,5,11649,0,0,0,0
235,25/3/22 20:21,Siesta siesta,11,4,12.647,0,0.127733,0,0.483602,5,11435,0,0,0,0
236,25/3/22 20:21,Siesta siesta,11,4,12.697,0,0.13822,0,0.420679,5,11236,0,0,0,0
237,25/3/22 20:21,Siesta siesta,11,4,12.751,0,0.149573,0,0.352563,5,11097,0,0,0,0
238,25/3/22 20:21,Siesta siesta,11,4,12.81,0,0.179266,0,0.3125,5,10932,0,0,0,0
239,25/3/22 20:21,Siesta siesta,11,4,12.857,0,0.218398,0,0.3125,5,10771,0,0,0,0
240,25/3/22 20:21,Siesta siesta,11,4,12.915,0,0.266696,0,0.3125,5,10578,0,0,0,0
241,25/3/22 20:21,Siesta siesta,11,4,12.964,0,0.287874,0,0.286002,5,10424,0,0,0,0
242,25/3/22 20:21,Siesta siesta,11,4,13.02,0,0.299685,0,0.23876,5,10257,0,0,0,0
243,25/3/22 20:21,Siesta siesta,11,4,13.068,0,0.309887,0,0.197952,5,10130,0,0,0,0
244,25/3/22 20:21,Siesta siesta,11,4,13.125,0,0.330884,0,0.132347,5,10007,0,0,0,0
245,25/3/22 20:21,Siesta siesta,11,4,13.172,0,0.350406,0,0.073783,5,9931,0,0,0,0
246,25/3/22 20:21,Siesta siesta,11,4,13.23,0,0.374433,0,0.001701,5,9857,0,0,0,0
247,25/3/22 20:21,Siesta siesta,11,4,13.336,0,0.420093,0,0,5,9725,0,0,0,0
248,25/3/22 20:21,Siesta siesta,11,4,13.383,0,0.4375,0.015209,0,5,9683,0,0,0,0
249,25/3/22 20:21,Siesta siesta,11,4,13.441,0,0.4375,0.137816,0,5,9687,0,0,0,0
250,25/3/22 20:21,Siesta siesta,11,4,13.488,0,0.4375,0.237878,0,5,9674,0,0,0,0
251,25/3/22 20:21,Siesta siesta,11,4,13.546,0,0.432691,0.35097,0,5,9680,0,0,0,0
