frame,curTime,name,Position,curLapNum,curLapTime,LapDistance,sector,steer,throttle,brake,gear,engineRPM,LapInvalid,TC,ABS,AI
21593,2022/4/22 20:20,NTR.zbk,4,2,9.18,737.464,0,-0.038099,1,0,8,10262,0,0,0,0
21594,2022/4/22 20:20,NTR.zbk,4,2,9.229,741.42,0,-0.03125,1,0,8,10262,0,0,0,0
21595,2022/4/22 20:20,NTR.zbk,4,2,9.287,746.229,0,-0.03125,1,0,8,10269,0,0,0,0
21596,2022/4/22 20:20,NTR.zbk,4,2,9.335,750.139,0,-0.03125,1,0,8,10273,0,0,0,0
21598,2022/4/22 20:20,NTR.zbk,4,2,9.394,754.933,0,-0.03125,1,0,8,10283,0,0,0,0
21599,2022/4/22 20:20,NTR.zbk,4,2,9.434,758.349,0,0,1,0,8,10286,0,0,0,0
21600,2022/4/22 20:20,NTR.zbk,4,2,9.494,762.985,0,0,1,0,8,10287,0,0,0,0
21601,2022/4/22 20:20,NTR.zbk,4,2,9.543,767.121,0,0,1,0,8,10303,0,0,0,0
21602,2022/4/22 20:20,NTR.zbk,4,2,9.6,772.031,0,0,1,0,8,10296,0,0,0,0
21603,2022/4/22 20:20,NTR.zbk,4,2,9.652,776.032,0,0.016738,1,0,8,10313,0,0,0,0
21605,2022/4/22 20:20,NTR.zbk,4,2,9.762,785.067,0,0.03125,1,0,8,10325,0,0,0,0
21606,2022/4/22 20:20,NTR.zbk,4,2,9.822,790.055,0,0.03125,1,0,8,10325,0,0,0,0
21608,2022/4/22 20:20,NTR.zbk,4,2,9.872,794.152,0,0.03125,1,0,8,10326,0,0,0,0
21609,2022/4/22 20:20,NTR.zbk,4,2,9.923,798.19,0,0.03125,1,0,8,10347,0,0,0,0
21610,2022/4/22 20:20,NTR.zbk,4,2,9.982,803.165,0,0.03125,1,0,8,10347,0,0,0,0
21611,2022/4/22 20:20,NTR.zbk,4,2,10.031,807.268,0,0.03125,0.946025,0.277458,7,11809,0,0,0,0
21612,2022/4/22 20:20,NTR.zbk,4,2,10.092,812.092,0,0.03125,0.465986,0.832909,7,11536,0,0,0,0
21613,2022/4/22 20:20,NTR.zbk,4,2,10.14,815.926,0,0.03125,0.084967,1,7,11195,0,0,0,0
21614,2022/4/22 20:20,NTR.zbk,4,2,10.193,819.751,0,0.03125,0,1,7,10857,0,0,0,0
21615,2022/4/22 20:20,NTR.zbk,4,2,10.25,824.312,0,0.03125,0,1,6,11152,0,0,0,0
21616,2022/4/22 20:20,NTR.zbk,4,2,10.293,827.191,0,0.03125,0,1,6,11558,0,0,0,0
21617,2022/4/22 20:20,NTR.zbk,4,2,10.351,831.387,0,0.03125,0,1,6,11149,0,0,0,0
21619,2022/4/22 20:20,NTR.zbk,4,2,10.402,834.857,0,0.03125,0,1,5,10867,0,0,0,0
21620,2022/4/22 20:20,NTR.zbk,4,2,10.454,838.188,0,0.03125,0,1,5,11203,0,0,0,0
21621,2022/4/22 20:20,NTR.zbk,4,2,10.504,841.348,0,0.03125,0,1,5,11538,0,0,0,0
21622,2022/4/22 20:20,NTR.zbk,4,2,10.555,844.513,0,0.056451,0,1,5,11197,0,0,0,0
21623,2022/4/22 20:20,NTR.zbk,4,2,10.606,847.502,0,0.0625,0,1,5,10819,0,0,0,0
21624,2022/4/22 20:20,NTR.zbk,4,2,10.656,850.359,0,0.0625,0,1,5,10116,0,0,0,0
21625,2022/4/22 20:20,NTR.zbk,4,2,10.707,853.172,0,0.09375,0,0.9375,5,9998,0,0,0,0
21626,2022/4/22 20:20,NTR.zbk,4,2,10.756,855.839,0,0.09375,0,0.886303,5,9792,0,0,0,0
21627,2022/4/22 20:20,NTR.zbk,4,2,10.816,858.932,0,0.112833,0,0.774334,4,9669,0,0,0,0
21628,2022/4/22 20:20,NTR.zbk,4,2,10.867,861.342,0,0.125,0,0.6875,4,10015,0,0,0,0
