frame,curTime,name,Position,curLapNum,curLapTime,LapDistance,sector,steer,throttle,brake,gear,engineRPM,LapInvalid,TC,ABS,AI
22471,2022/4/22 20:21,LHAM66,19,1,12.768,938.515,0,0.4375,0.5,0,4,7518,0,0,0,0
22473,2022/4/22 20:21,LHAM66,19,1,12.871,942.085,0,0.4375,0.5,0,4,7519,0,0,0,0
22474,2022/4/22 20:21,LHAM66,19,1,12.924,943.822,0,0.41727,0.5,0,4,9258,0,0,0,0
22476,2022/4/22 20:21,LHAM66,19,1,13.032,947.391,0,0.350256,0.5,0,4,7732,0,0,0,0
22478,2022/4/22 20:21,LHAM66,19,1,13.137,950.931,0,0.323866,0.539768,0,4,9026,0,0,0,0
22479,2022/4/22 20:21,LHAM66,19,1,13.188,952.731,0,0.313004,0.561491,0,4,8014,0,0,0,0
22483,2022/4/22 20:21,LHAM66,19,1,13.344,958.247,0,0.28125,0.5625,0,4,9546,0,0,0,0
22484,2022/4/22 20:21,LHAM66,19,1,13.396,960.172,0,0.28125,0.585798,0,4,8460,0,0,0,0
22485,2022/4/22 20:21,LHAM66,19,1,13.448,962.115,0,0.28125,0.607151,0,4,8396,0,0,0,0
22486,2022/4/22 20:21,LHAM66,19,1,13.502,964.118,0,0.28125,0.625,0,4,8460,0,0,0,0
22487,2022/4/22 20:21,LHAM66,19,1,13.556,966.294,0,0.241815,0.625,0,4,8562,0,0,0,0
22488,2022/4/22 20:21,LHAM66,19,1,13.612,968.407,0,0.207339,0.625,0,4,8640,0,0,0,0
22490,2022/4/22 20:21,LHAM66,19,1,13.714,972.392,0,0.145023,0.681636,0,4,8796,0,0,0,0
22491,2022/4/22 20:21,LHAM66,19,1,13.76,974.197,0,0.117037,0.71895,0,4,8825,0,0,0,0
22492,2022/4/22 20:21,LHAM66,19,1,13.819,976.486,0,0.085417,0.783331,0,4,8918,0,0,0,0
22494,2022/4/22 20:21,LHAM66,19,1,13.819,976.486,0,0.065957,0.861173,0,4,9076,0,0,0,0
22495,2022/4/22 20:21,LHAM66,19,1,13.925,980.959,0,0.04175,0.958,0,4,9309,0,0,0,0
22497,2022/4/22 20:21,LHAM66,19,1,14.037,985.614,0,0.013607,1,0,4,9712,0,0,0,0
22498,2022/4/22 20:21,LHAM66,19,1,14.087,987.747,0,0.003355,1,0,4,9859,0,0,0,0
22499,2022/4/22 20:21,LHAM66,19,1,14.087,987.747,0,-0.01852,0.98148,0,4,10059,0,0,0,0
